ID,occ_1,occ_2,occ_3,occ_4,occ_5
G4ZRRP52I7ZC,27111214,27111222,27121313,27121210,32171022
9EE2A84N1W3E,27121313,32161416,27121210,23171524,32131011
GT2EEHFU4B9S,19101010,19141311,19111010,23171541,19111011
J74F55ACOBTE,23111310,19141311,19131211,19101010,27121210
79KVLS9MEUSW,19101010,19141311,19111010,27111222,32161416
683PLE45B2NI,27111222,27111214,27121313,19101010,32101010
JDTVV2Y4XKSS,19111012,19111010,19101010,27121210,27111222
HF23PDFY9ZWQ,27121313,23171524,23171541,27121210,32161416
OZT4LH19L8OE,27121510,21131110,23121010,32161416,27101212
OI9WM1SAV9CN,27121210,32131011,32161416,27121313,19101010
2E6XDMR7BJN7,27121210,32131011,16141210,32161416,16141110
1U5XI18T1500,27111222,27121210,32131011,27121313,27111214
Y8LWKHRZFDYX,27101212,32131011,27121210,16141210,27121510
18FVX9PD327K,27111214,27121313,27111222,27121210,32131011
HRX7BNZTAHY8,26111210,23171524,23171541,11211010,19101010
2D0NX5WT3HJU,27121210,32131011,27121313,32161416,11151110
WIEEO9H5IHJQ,19101010,19111010,19111011,23151111,19111012
HUO63WEDPLHR,19111012,19111010,27121210,19101010,19111011
DUD6LE9CB61G,32161416,26131114,27121210,32161415,19101010
1TNZRF5A7QY8,36161117,36161120,32171011,36161112,36161124
X70R3SDUDPRK,32161416,19181312,32151018,32151014,32121312
WLXDSC4E5HRD,32131011,27121210,32161416,16141210,27111222
U1KDJBN5ZUL2,32161416,26131114,32151013,27121313,27121210
4XSQ60MV6W2J,23151111,23151114,23151115,23151116,27111222
IMI0G8F9PRNN,32131011,27121210,23171541,27121313,26111210
NM3V2P2TIXC7,11151110,12101212,32161416,27121210,32131011
C9PUBKOPSL0J,11221117,32151018,27121210,36111110,19141311
B2RVNDFDW79W,27121210,27121313,27111214,27111222,11221117
K7JZQA1OXC0V,19111011,19101010,19111010,19111012,32131011
NBC5ADVG8ZA2,19111011,19111012,19111010,19101010,32161416
BFFBFL1HBGYB,19111011,19111012,19111010,22111215,22101214
FEN0B09ZIVZG,27121210,23151016,23151010,19101010,32131011
W7NHPGJX19EM,23171541,32161416,23111310,23121010,23101010
KTOC1YFMHBYH,36111110,11121110,26131114,32131011,16141210
NKK1JXPP9YVG,19161111,19111010,19111011,15111013,32161416
93ACZSX0GNZH,32161416,32131011,23171541,19101010,36161120
O7V1IZ4JQI55,20341110,20341227,19111012,19101010,19111010
JF4CIWL3RFJL,19141311,19101010,19111010,19111012,19111011
9SYIED48CD5L,23121311,23111310,23121010,27121210,19101010
DYSAAR6JBPIH,32161416,27121210,32131011,16141210,19101010
IIPS8QDB9BGV,19111010,19111011,19111012,27121210,27111320
TWT2I9OWP7NL,23171541,27121210,32131011,27101212,32151013
DHVS41LQFS6H,23151016,23151010,23171521,21131010,26151214
YP2CHAQPKWQZ,19141311,27121210,19101010,32131011,32161416
Y72IVGLYE088,19141311,19101010,19111011,19111010,32161416
4QX495AJGATX,11221117,32161416,27121210,27111222,32131011
53EGDD8MWE77,23171521,32131011,27121210,23151016,23151010
CY2C11BD2SCE,27121210,32131526,32131011,19101010,32161416
XMJBLINEEWKI,27121210,27111222,32161416,27121313,16141210
IAJN3MLEOZPR,27121210,32131011,27121313,25111610,25111310
Y3MUB6LBU9W3,19101010,27121210,19141311,11151110,15111011
TCUNBDZCF5AK,20251510,20341110,20311510,13101010,19111010
9KVGCPM5F505,19101010,32161416,26131114,19141311,32151013
PFG8PJVRN8LP,19121416,23171541,32161416,23171524,26131114
XA8MKU1GPT49,27121210,32131011,36111110,27111222,13141111
7LN23Y30YSXP,19141311,19101010,32161416,19111010,23121010
UCLHQ2EAESQA,27121210,32131011,16141210,27121313,32101010
Y0NXR2YQ373Z,27121210,32131011,23171541,23151016,32161416
15WR99ZZCRAX,27121210,32131011,32161416,16141210,32131526
6BU9XRDT1N0N,19101010,19141311,19111010,27121210,32131510
9II37Y3D2FNC,20251510,19111012,19111010,19101010,19111011
OY22CM5AGP60,22111215,23111410,22101214,19121416,11211010
42JFUTGSHXM4,32161416,27121210,32131011,19101010,11221117
6OQNFC3Y0SPW,36161117,36161120,36161112,36161124,23171524
9KYPOFKJW6NY,23171541,32161416,27121210,32131011,23111310
ZP0T57GOCRK5,27121210,27111222,27121313,32131011,26151114
DPFVHF1KM8B5,27121210,23131312,32131526,20311610,32151018
KX6MJ53YXHZK,32131526,23171541,23171310,23171810,27121210
Q52WSPOFV177,32121312,32161416,16141210,19101010,11151110
0ZDLCCM4S459,27121210,27111222,32131011,27121313,32101110
UFBC16LKS2DV,15111011,32121312,32161416,32121010,32151014
EOX981BF8W80,20291110,23111310,36111110,21121410,32161416
2FKNVZDDH163,27121210,27121313,32131011,27111214,27111222
I2NR1P02JYV6,19101010,19141311,23171541,32131111,11221117
WCYUKND1IVXA,32131011,27121210,19101010,16141210,32161416
0ABGB8PMX76A,25131710,32131526,32161311,25131410,25111510
4ED6LOB24HY0,19101010,19141311,19141110,32161416,32171022
7E4UNY181ACJ,32161416,22101213,23171310,22101214,23171541
615PAYJ30AMX,23131115,32121312,32161416,23171541,32131111
TEMPXKC5I8XO,19121416,18151213,22111215,23151215,22101213
BCVF6FOVK2HQ,32161416,19111011,36111110,19111012,19111010
9VT3X8VE00H2,32161416,27121210,26131114,32151013,16141210
8459696EM7R3,16141210,27121210,32161416,32131011,32151013
R4V1OG07VSCQ,27121210,27121313,32131011,19121416,32161416
P9W4J66CNOLJ,23171810,23171541,32131011,27121210,23121010
Z8KV8N0WCZVL,19141311,19101010,23111310,19141110,32131526
C1M3O55IXVA1,27111214,27121210,27121313,32131011,19101010
EULJGQPQ8R4H,32131526,32171011,32161416,27121210,32131011
WTXJLVBF1IIN,19161012,32131011,19141311,19101010,32161416
ZRBZIRJYZ8XU,27101212,27121510,23171541,27101024,32161416
BEC41RN9UQ7R,32161416,22111215,22101214,32131526,32131520
V0Z5ZPXEGQ4P,23161015,23161012,15111013,16141210,32171022
L21AA6Y87QS7,32131011,27121210,25111110,16141210,32101110
2U7JHQDXVNIU,32161416,27111222,32121312,32151013,27121210
W3UQHWTEK17M,22111215,32131011,27121210,19111010,32161416
5DSK7N8LA100,32161416,11211010,11211211,11211014,19111010
OX7D0RZXAJCB,32131526,32161416,32131520,27121210,19101010
QWD1BQFDTNBS,23171712,23171524,27111222,19111010,32101110
O0A89JPTT0IX,21111110,32121010,32161010,21131110,23171712
P2OY4CD3LIQA,23171524,23111310,23171541,23121010,27111320
PZEKS48MQVFL,23171541,32131011,27121210,23171810,16141210
S7I5LGO9TNTY,32161416,27121210,32131011,36161117,36161120
LCKUHYD07DVR,23121010,23151010,19101010,19111010,19111011
F3S9M8YI038Z,32161010,32161416,32131011,27121210,32151014
OI5J8YIT2KOD,19111010,32161416,15111013,19101010,19111011
9ARAU76UXV2O,23171541,32161416,11211010,32131526,26131114
47XOL1IVZOU1,19141311,19101010,19141110,23171541,32171022
7OQ2ZDO74V1Q,32171011,32131526,32161416,23171541,32131510
G4XV349N1D6D,27121313,27121210,32131011,32161416,19101010
78MFS0IUDUAH,32131011,27121210,27111222,32161416,16141110
DA24MKS9VIOI,27111222,32161416,19101010,27121313,32101010
OH9SDBDW2PCN,23151010,27121210,32131011,32161416,32131111
R9KPU8O9ONSR,23171716,23151215,11151110,23171712,23151114
A810XGYXKQN8,19101010,32131011,11221117,23171310,16141210
XBR8IYBATOLO,32161416,19101010,19111010,32131011,19141311
6R8YKEHVQ9XD,19161111,23171528,19111012,32131520,19101010
RHP36KY6YDYB,19111011,19111010,27121210,32161416,32131011
ZMSAB3BVTBWG,27121210,32131011,32161416,32131526,26131114
PXJBC8VDRQNT,14111117,27121210,32131011,16141210,19101010
VOKQY9FLVQAR,19141311,19101010,16141210,32131011,27121210
J9A3Y36DDFGS,21131110,19111010,15111013,21131010,27121510
NE9EBHNQQA4P,19101010,32131011,16141210,16141110,27121210
C2W4054G8QDE,32161416,27121313,27111222,27121210,27111214
6N6975J2D8CL,27111222,27121313,27121210,32131011,27111214
50F1DEU3DB8A,21131010,32151013,32161416,27121210,32131011
N48UACT49LNY,16141210,32161416,32131520,32131612,32131611
L4AO4WV7AR0S,11181017,11211010,23151010,23121010,19121711
F4ZZW5UK4SHA,27121210,16141210,23161012,15111013,32131011
97SZPL56GW9B,26131114,32161416,16141210,27121210,19101010
YJXRPJ1EPKYR,19111012,19111010,19101010,19111011,27121210
JCAT9MX2X18H,23171521,32161416,19101010,19141311,32101110
VZPVWLL5V2H3,23171524,23171541,27121313,11151110,19101010
R6N18BEQERFT,19101314,19101313,27121210,19141311,19101010
90MX7ACCDZZC,27121210,32161416,32131011,19101010,27111222
BVN7NPRB58YJ,11151110,11151010,21121410,25111110,32161416
E98WP94P4JWR,32161416,19141311,27121210,23151114,23151115
GZXRI7SIS1BW,32161416,19101010,19141311,19111010,26131114
MK3FNXTIWFKL,32131011,27121210,27111222,27121313,23151111
G72MF4SRN6M6,32161416,32121312,32161010,23101010,21121210
6T4UFEL6246H,23151010,32161416,23171521,11211010,27121210
FA489CBI2MKN,19101010,32161416,19141311,19141110,26131114
HHBVMDCDOETP,19101010,32161416,19111010,21131010,32131011
2SVHOTQF74RQ,25111110,27111222,25111518,25101110,27121210
GNA0B6NWY1MT,27111214,22111215,22101214,20311610,27121210
IO00O72Q4M8N,21131010,21131110,32161416,19101010,23171541
KOV1L28R5P03,27111222,27121210,27121313,27111214,19121416
DEMM0UEZ19YE,23171524,23101010,16141210,27121210,32131011
2TE8ECZG04J1,19101010,19141311,23171541,19111011,19111010
WNGXAM7BPQJM,27111214,27121210,27121313,27111222,32131011
BDJ7H7REDY0V,32161416,14111210,27121210,19101010,32131011
IS2JC2FO8HBF,32131526,32131011,27121210,27121313,27111214
11IKX0RB5TNG,27121210,27121510,27111222,32161416,23171524
4C7F4YGF76ST,27121210,27121313,32161416,19101010,32131011
6XIYZVNLPA5C,32131526,32161416,32121312,32131520,32171011
YC0KLR7193Q1,27121210,27121313,27111222,32161416,27111214
L39DG5RIFWR0,27121210,32131011,27121313,23151215,16141210
3RI0YARU5CP3,23171310,27121210,32131011,19101010,27121313
RFTMTTQLGZUI,23161012,23101010,23171541,23171528,23121010
UH17J8QO09VS,32161416,23171541,27121210,32131011,23171524
SO0CISUVYK28,27121210,16141210,27111222,32161416,27111214
43MO2OP6VMJO,23151010,23171521,25111518,25131710,25131810
L6KE3HRBHQW8,32171011,19111011,32161415,19111010,19111012
AO765ZC9HLU2,23171712,23171524,23171541,23171511,19111010
0YNCXLL4ZKLO,32161416,11211010,23171541,32121312,25111610
70N9EM9NR73W,19111010,19101010,19111011,14111117,19111012
8BZ9T30B69C4,32161416,32151010,32161415,32161010,16141210
3HZCD3GEQ10F,20101310,22101214,27111214,27111222,20341110
58UBCISJPCJD,19141311,19101010,19111010,19141110,16141210
MJDIMBM271W1,15111011,32161416,15111013,32131011,27121210
BA5MF36BCPWE,27121210,32161416,25111110,32131011,25111518
8JVH7UJODCK8,21131010,21131110,19101010,21121210,27121210
GN8NL4J1OF25,19101010,32161416,19111010,27121210,32101010
YK1W031MPYYN,19111012,19111010,19111011,32161416,23171810
0NHB62HLN6GO,19111011,23171541,32131011,23171410,27121210
FQTNDY69620Z,16141210,32131011,27121210,23171524,32161416
XBAAC6QDCV2I,32131011,27121210,27111222,27121313,27111214
D0LQ1MZ9K33T,32161416,19101010,32131011,19111010,27121210
MQDMJ9IXS6LD,21131110,21111510,21121010,21131010,19101010
PPN74PF4IO2X,32161416,27121210,19101010,32101010,32131510
L9MQ11PHLSQK,32161416,11221117,11151110,27121210,36161117
UR0K8OIG4E8Q,27121210,32131011,32161416,15111011,19101010
LYZJ0AEOORBT,19111010,19141311,19101010,19111012,19141110
EGI3QUPXBFEJ,32161416,23121010,27121210,23151010,32131011
ASNWYWRRATAT,27111214,27121313,27121210,27111222,32131011
UOV51ZLBORIQ,21111510,20251010,21121110,21121010,21131110
KGICX7FNBA3V,25111518,23171510,20341110,20311610,19111011
9A7ZZ99HH4RW,23171524,23171541,27121210,32131011,27111320
FXUJ5OGQJT4N,23171510,32161416,32121312,23171524,23171541
7PQ4DDV283BD,32161416,19111010,19111012,15111013,32131011
H2TN8B8ZUFJW,27121210,32131011,19101010,32161416,16141210
2YGNMBY49E7E,12101212,27111214,27111222,27121313,12101010
EYEB900YEH8U,19161012,23101010,23111310,23171524,23121010
ONBVPXD06JGY,32121312,25111110,32161416,23171541,32161311
PXZQU3O193X2,27121210,32131011,19101010,27121313,22101214
X9I0TUEY6EMD,23171310,23171410,27111320,20351010,11221117
08KIMGKAR9OW,19111011,19111010,19101010,32161416,19111012
HVDQ0MJKKEGV,32171011,25111610,19111011,25111310,19111010
HZTAY12YIVFQ,27121210,27121313,15111013,32131011,27111320
87JLGTVXJJDH,20291110,11151110,14111117,20321022,17141810
20UPRB2JA2LP,32161416,21111110,27121210,32131011,21131110
CQ7G4ASMZX4N,23171541,19101010,27111222,32161416,11221117
EN2Z7MB41G87,27121210,16141210,19101010,32151018,20251510
YEMNNPIKZPXB,20251510,32101010,27121210,20341110,32131011
H55HEWLGJE2A,15111013,20341110,12101212,27121210,32131011
U2GYIAW7FOE4,12101212,23151114,11151110,19141311,19101010
CMBVPTGSIVHX,32131011,19101010,27121210,19141311,19111010
NJSLEU1S5N18,15111011,21121110,11221117,21121010,36161126
XBWLWM5JLSBO,32161416,19101010,19141311,27121210,26131114
4267YURNZP1O,27121210,32131011,32161416,16141210,27121313
HSSBELRQVSLW,32131526,19141311,19101010,19111010,25111110
6OI9DI53CD0Z,27101212,23161012,32161416,16141210,23161015
PY06FTLO4QDB,32161416,27121210,32131011,23171541,19101010
WHVNZH13CD5G,27111214,27121210,27121313,23121311,27111222
HXCX8G4XU43L,27121210,32131011,27121313,16141210,27101110
4VKNQUFEUCXS,27101212,27121510,11191413,27121210,19121711
JP289WAYM9Q1,27121210,19111011,32131011,11211211,19111010
KXXKXNOAD78Q,32161416,23171521,27111214,27121313,32161415
SMADO8E7FLQH,23171524,23171541,23171712,19101010,16141210
S62C1JLOPO6J,23151115,23151114,21131010,32161416,19101010
ZLGLEOHIFK0V,32151018,21131010,21131110,20291110,27111222
0FGYNSATCQEW,27121210,32131011,32151018,21131010,27121313
ZSB6ZWKHE9I0,32131526,32171011,32131510,32161416,27121210
9DCNWMBXEK0Q,19141311,19101010,19111012,19111010,32161416
3416UKLNOLBA,26131114,32151013,32131526,32161416,23171541
6G1EBZGFLIG5,23171524,32161416,23171716,19111010,32151013
RS210Q2LG1ZH,11211010,20341110,32161416,23171524,23171541
4W713QNVY4H0,19101010,19111010,11211010,23171541,19141311
XP9N56NYXTXM,19111012,19111010,19101010,19111011,27121210
VON8PVWJAZQ4,27121313,27111222,27121210,19101010,32161311
5C098JRPG739,23151010,23171521,27121210,27121313,23171541
MHVKCXALLSSF,19101010,32161416,27121210,19111010,20341110
PWY0TUZG2VG3,22111215,12101212,22101214,23111310,21131010
NF9W5N9C70PA,27121210,19131211,27111214,27121313,27111222
11DE1YU96AG0,32161416,19141311,19101010,27121210,26131114
FEBE5407K5W1,27121210,32131011,16141210,16141110,27101110
ITWPHKOKPY98,12101310,20291110,32161416,27121210,32131011
6HFD7LTTC954,19111012,19101010,19111010,11151110,19141311
E7SH6S0OK0Y0,32161416,19101010,19141311,27121210,11221117
ZZYAGZR64L4Y,27111221,36161117,36161120,36161112,36161124
WUDCBL4CE7PK,19101010,22111215,23171524,16141210,32161416
ETPG2O8XGHIY,27121210,27111320,32131011,19101010,32131520
LZ6WKKMY5TG5,23171541,19101010,27121210,23171510,20341110
YTE9AFPP7SDW,27101212,27121510,27111320,27121210,32131011
ED9Q7GQJT510,14111117,27121210,32131011,14111210,14111115
XC45BNCCU3FG,32161416,16141210,27121210,27121313,32131011
EHPZRV7VSYJA,27121210,32161416,32131011,27121313,36161117
EAZVW7NJKHVY,32161416,19101010,19111010,32151014,27121210
LJQKCJEV9ZUY,23171524,23171541,32161416,27121210,23171510
XIRJ6D60AJBV,19111010,19111011,20251510,20341110,20311510
JE7XQTY6M79F,27101212,27121510,27121210,32131011,32171011
7JCSJPKB4PPE,19111011,19111010,19101010,19111012,19141311
TRP0J43D5IQV,32131011,27121210,12101212,15111013,32161416
DBFXA2WD7772,23171541,23171510,23171712,23171524,21131110
TNYFM7VH30QB,27121210,32131011,27111222,27121313,27111214
MUB6QFY2B73R,19111011,19111012,16141210,19111010,19101010
WX0I3A4KFOCN,23171716,11181013,11181014,11211010,23171524
X717HW0BUPMT,16141210,32131011,27121210,36111110,11121110
PGNIFPVDEYCZ,32131526,27121210,32131011,19101010,19141311
VL7UO4G4IQ9E,19111011,19111010,19111012,19101010,27121210
FQ84GD5YSHGP,27121210,27111222,27121313,19111011,19111010
0R3I9HUKP6JR,27121313,27111214,27121210,27121013,19111010
ZNSGWOC4191H,19101010,19111012,19111010,19141311,19141110
CVEDQFC1YUZP,16141210,19101010,15111013,19121416,27121210
QJS7I58UP6J3,32161416,27121210,19101010,32131011,23111410
YTUAGDL1J2VW,32161416,23171712,19101010,27121210,32131011
QW35F5SAYRSZ,11221117,32161416,22111416,27121210,19101010
EU74S5TR21EJ,32131111,27111320,32121312,11221117,21141810
JPVKTAF6BLBV,22111215,22101213,22101214,22101210,25111518
L4RFQCD0Y4Q9,20251510,20341110,16141210,13101010,20311510
DYUAJ2OBTCW6,27121210,19101010,19111010,32161416,23171528
PEEK035N8CQP,23171528,23171710,23121010,32161416,23171541
J51KPSZ6W8WB,19111010,19101010,19111012,19111011,27121210
2BE6OORMR9P9,19111011,19111010,19111012,19101010,19141311
HH41QKIIE80Y,23101010,23111310,23171524,23121010,16141210
984HZCS7GFM9,19141311,19101010,19111011,19111010,19131211
1OR4SDA9W4K7,36111110,27111222,19141311,19101010,27121313
ELHRX5M8NZF6,27121210,23121010,23171541,32131011,26131114
QBT55REBXGKY,32151014,14111210,32161416,32151018,19141311
7921YK9XPFO8,15111011,32161416,27121210,19101010,23171541
GJCJ5DOH59G5,23171511,23171510,23171712,23171310,23171810
518RWDJ4VTRZ,32131111,32121312,27111214,23161012,32161416
U5D0MYSF699P,23121311,23111310,23121010,27121210,19111011
A6TDXJ1WQQOQ,23171710,23171810,14111117,14111114,19111011
AL23IQG1OJL9,19121416,19111011,19121011,19101010,19111010
S407EE6GR37P,32131526,32161311,21131110,25131710,25131410
AB40OOBAGXKK,23171524,19101010,32171011,19111010,19141311
WXXDW2MVHPL2,19101010,19111011,19111012,19111010,36161120
ADNOKKU3S710,27121210,32131011,32161416,32131526,32101110
J590EMC20LSJ,32161416,19111010,32151018,11151110,19111012
8JX54PEGJKS4,32131526,32161416,19101010,23171541,32151014
5XBIGUJ9CWI2,32161416,19101010,23171541,19111010,19111012
PW5K0JJSP49C,15111013,26111210,26111010,21131010,32161416
N5FIC40N8MZ5,32161416,32121312,21131110,11211010,32151013
43UR4MFJHOJA,15111013,15111011,27121210,32121010,19101010
RW4VNZVZN2HL,19111012,19111011,19111010,32161416,27111222
VGYIHUIVGAYI,32131526,16141210,27121210,32101010,32131011
BZUO7MTCOYJ6,23151010,23171521,32161416,19101010,27121210
QXMCTHPHJ3MU,21131110,32161416,21131010,27121210,19101010
PN7Y853J5SFM,27121210,32131011,19111010,27111222,19111012
KEYZ7SRCBPLJ,32161416,32131011,27121210,19101010,16141210
T9PC72EQ8AO1,19101010,19141311,19101710,19141110,19111011
M4YYQ342DYQZ,23171541,32161416,23171310,19101010,19141311
N68BNI976F7P,25111110,32151018,27121210,32161416,19141112
DJM5GH2IJ4TT,27121210,32131011,27121313,12101212,27111222
8UA3A6S5ZXQO,32121312,21121010,21121210,21131110,32161416
AMNJ8PL3M871,19111010,19101010,27121210,19111012,11221117
66D7WDJV07IR,32161416,19111010,27121210,19101010,32131011
E8E5TNLZTWXO,32131516,36111110,32131526,11121110,12101212
ZG85S9ASJ21G,32131526,32161416,23171510,19111012,19101010
60K23Z2Y3C0E,27121210,32131011,27121313,27111214,19101010
2D5VR2BKF59V,27121210,11151110,32161416,19101010,27101212
UDC32GY422KK,27121210,27111214,27111221,27121313,27111222
929U6WTVMK2Z,19111011,19111010,19111012,32161416,19101010
A42S5WW7XHF4,27121210,19101010,11221117,32131011,32161416
HPITZA7UY4SA,16141210,32161416,32131011,27121210,16141110
SF9NRMOZL65X,32161416,23121010,23111310,23101010,27121210
Y595CPJZE1XT,19101010,23171521,27121210,19141311,27121313
FS7I19MO1RTS,27121210,27111222,32131011,27121313,27111214
NEKRCPPRCJIW,19141110,19141311,19101010,27121210,32161416
2AUBNBWGSKWD,23171521,23151010,19101010,23171541,32101110
AEDMLAV3W9O0,21131110,23121010,32161416,21121110,21121010
0BG5M61ISVUC,27111320,25111610,27121210,36161117,27121313
UZ8DU9V45D3D,20251510,13101010,20251110,20341110,21131110
KHBEDBPBX2X0,32131011,16141110,27121210,16141210,27101212
HRUJ9YCSRK5S,27111320,19111011,11191413,27121210,19101010
5C21O6WW8EIR,25111610,21111510,21121010,20251010,21121110
4T60PLOZJCNS,19111011,27111214,32161416,27121313,12131213
D3BGNPYHRFOZ,19141311,19101010,19141110,19101710,32161415
N6O9JD3IH66W,32161416,19101010,19111010,32161415,27121210
K658OV5E1HQB,26131114,32161416,32151013,27121210,16141210
4P220X3OBKJQ,20341110,27121210,20341227,19111012,19101010
12WUW60N330P,27121210,19101010,32131011,15111013,19111010
XNMJ5IAN8ND7,19141311,23171541,32131111,19101010,32131011
LJAF4WNSMW5G,19111012,19111010,32161416,19101010,27121210
ASIKZOIEASU2,27121210,32131011,23171541,27111222,23171810
WB3ESHHETZXA,19141110,26111210,26111010,25111110,25111610
ESMCOUEZ7RYC,26131114,32131526,32161416,32151013,27121210
Y423PACE2F34,19111012,32131011,27121210,16141210,19101010
5CITUF8CYOTW,11151110,32161416,23171524,32131011,19111010
