ID,skill_1,skill_2,skill_3,skill_4,skill_5,occ_1,occ_2,occ_3,occ_4,occ_5
78U42I3P4LFD,ES501046F1CC91CBA0D3,KS1206Y6W7F5JS3VBTFL,KS123X777H5WFNXQ6BPM,KS123X777H5WFNXQ6BPM,KS440Z26T60HXNGBDLL2,16141210,36111110,11121110,32131011,16141110
6IRX3NGHB3CJ,KS12571603WK30XFFFKS,KS1280N6G0RXMWQ29JCS,KS4401V5WX78L6JX0NW7,KS125ND687ZNB659FK3Z,KS122NY60HCYYDXHQGQN,36161117,36161120,36161112,36161124,36161110
FRBOO703B95O,KS120PP6GL94HJDMN0TQ,KS1253H61TTR1FZWSRH4,KS120B874P2P6BK1MQ0T,KS4403H60RHC7598V94K,BGS2E1275F3C96CC1BA8,12101212,12131213,19121011,19161111,12101310
D2KRCNEBCXII,KS123Y76D7JBC3TT7S7W,KS1257T673ND18SQ65DJ,ES25EC3E78EC23883293,KS123MF6JT9PVPX9HHXS,KS1245B69S835T6C8KB4,23131110,23131115,16131015,19101010,19141311
7OGKH50K2T9Z,KS125BH5X5W0R09ZW3B7,KS127C1660W6F87D6YQF,KS1237Q641KJ70G6JZ8C,KS124QR6F19BX4WPMW1H,KS122556LMQ829GZCCRV,23171521,21161310,21161211,23151010,23151020
8EIQETK5LP9C,KS7G3XV6Q7SPD08F3172,KS126706DPFD3354M7YK,KS1218W78FGVPVP2KXPX,KS125MK6L8XN70ZS40ZY,KS1244K68C6XP7VF1ZCX,12101211,21141810,23151215,20231010,21161110
TPN9HT1U37EB,KS124QR6F19BX4WPMW1H,ESDC58629CA141F03F92,KS1238H659P08Z726BK8,ES11CD910322E42D479D,BGS5363C9FF585447FFA,32131312,27111214,27121313,32131313,27121013
PJ0LXWTR1UEI,ESCB38C6B130340D9E34,ES43869431F72FA3328B,KS7G2F36GFX1K55V6GK4,KS440WX6Y1K0R81Y9M8V,KS1225S77RQ7T10BMPXN,23101110,27121510,27101212,27101024,23121010
GA9TA76NFCQM,KS1203S6MM7GLDM71WQD,KS1281M7573BG4S5QKMT,KS1218B62M9QRBY8WRSK,KS120GV6C72JMSZKMTD7,KS126HY6YLTB9R7XJC4Z,19101010,19111012,19111010,19141311,19141110
R17DPUBKPIQN,ESE1B279F38C73E025BD,KS121DT5WLTBVZGKQW4Z,KS120SQ5W4Q57JMD2Y81,ES334E1A00A7BA592E98,KS127D361PF0FTXDZ7C4,13151010,23171410,13151110,23171310,11111012
SLZOB36A7TMD,KS440726NL4QJRHCMR43,KS1258X6TN4MM1GP0SFK,ES9BD12EB76B360E0E89,KS122556LMQ829GZCCRV,ES9E625C2D299C5B9C91,27111222,27121313,27121210,32131011,27111214
QDGBK2L0D1B4,KS1219261TYVPMGX8KVQ,KS683TD6K9QRLNY1PHN1,KS1253D6B27CMTZ496YL,KS442216KX06NQ2F1QWZ,KS122555YNWMN79XR7DH,19101010,19111012,19141311,19141110,19111010
TDY61AA0C5HD,KS1H7C2ZC7LXQQ6UN22I,KS7G5CT61NJMNH0V22KQ,KS1248T6MC5L69MZ2L3R,KS680KR72KH02C5GM5TY,KS127D361PF0FTXDZ7C4,23171524,15111013,23171712,23171716,23171212
PEQYDBPGVV4Z,KS122QH61S50VM1MYT9V,KS126X663B21NB77ZHSP,KS1244J76BBG2CTNYHYR,KS126X663B21NB77ZHSP,KS1241J6PC0N3DT65QG8,23171524,23171712,23121212,23171541,23171510
3BSY3ONX3F86,KS127FQ6L0G5SBYPYZ26,KS1258B6FBG9B2CQ169N,KS1261W6S12LL9NC21GQ,KS1200H6XYN1CR0G5NZ0,BGS8853731CCFF3A6661,19101314,22101213,22111218,19101313,22111415
Y6N7QLBW66V3,KS7G7LT731301PM8PGN8,ESA07D21A5578570F177,KS440ZF78LJ2JS7690G9,KS122556LMQ829GZCCRV,KS120RN6FDTS9FLCH3T0,32121312,11151110,11181210,11161210,32151018
2Y0OY58F1N2O,KS123X777H5WFNXQ6BPM,KS122YN6108R0RSDXXRC,KS122W96T2T9J5PZ0VMP,KS126SW5ZZYP3HXXPX1X,KS124QR6F19BX4WPMW1H,23171521,27121313,27111214,27111222,27121210
DG3C6SCIVUQT,KS441BJ6LNS1QCJHRMTW,KS7G1P76W2FRM88BQFJN,ES8B03DAD3B526316ED9,KS1203C6N9B52QGB4H67,ESD2EDF2E51D7C90FD5F,16141210,16111010,16141110,32131011,26151214
1RDOLPGU8NQP,KS123YJ6KVWC91BTMB4R,ES6C29DABFE2921A7EA3,KS122556LMQ829GZCCRV,BGSD663E7801D0013709,KS4402T6094D6F35MTXR,19101010,19141311,19141112,19131211,19141314
WVSJJCAXOD97,KS7G747655VG23WXMS9B,ES8F0D73ED4F952B6A48,KS123H772TMG4TK4QNZB,KS125BH5X5W0R09ZW3B7,KS120RN6FDTS9FLCH3T0,27121117,27121325,27111210,27121310,11191210
F4S2NI8TNDFW,KS1218W78FGVPVP2KXPX,ES3C8650B6A0820DAFF4,ESAD92AA2437BEF8C136,KS680KR72KH02C5GM5TY,KS1217R6SMDJ0WQHN6LK,23171524,36111010,23171712,23131116,23171541
J7XZY0UQC4WX,ES72D57E1BC4BB22BBB0,ES1C53496B6F1ECEDD9A,KS7G7LT731301PM8PGN8,KS1220J6HKW77MYLLNC0,ES8B03DAD3B526316ED9,23151115,23151114,23151112,23151111,23151116
ATO9BP12UJ3A,KS121416Y3FSJSQY10G6,ESEB1D4619E6E83A061D,ESBF952629C36426E564,KS127R26PVSGVL35D7L1,KS123Y66DNRSJ1QGK9NW,25111110,25101110,19131211,25111610,25111518
B9LZS34JTGXN,KS126QY605N7YVHFYCTW,KS1218B62M9QRBY8WRSK,KS122D46PJ09YVSBV9DW,KS121YT721BY2F3M5YDR,KS1218R6R6HYPC4V8GPP,21121010,20251010,21111510,21121110,21131110
KQ8FKCEK2GPM,KS13USA80NE38XJHA2TL,KS120GV5ZXR64CJLL1J4,KS126966H39MX8JKF9TX,KSQPGV2XZO8UMNCC49LK,KS681KH79MJLQDPB9T88,25131410,32161311,25131710,25131810,25111510
SBU7GE3AI6AY,KS127PD6XH0GQ380FJ3N,KS122F164HPDT3CWVW24,KS1259D6L30YYG3XR3VL,KS121Z26S4VJLQ1WXN21,KS123X777H5WFNXQ6BPM,32151017,25131410,11191413,18161310,32151018
9D18K9VAK1VP,ESD45EAB54A83A5255D6,KS126X663B21NB77ZHSP,KS124986R0H6NGX3SQP3,BGS86A9FE717C2A294DC,KS122QK6TH01FWQ9X8CH,22111415,17141810,22101312,22101311,22111410
GB205HU03Y53,ESCE0C9EA47C719A51CF,KS1208P6ZMZ4N872Y7X5,KS120TB5XW4YS78D2ZM5,ES8B867675B7DA42B6CF,KS122W96T2T9J5PZ0VMP,22111416,23171521,25111510,22111415,23151010
KG8J7W6977XP,KS123X777H5WFNXQ6BPM,KS1227K6DGHN5PZTCDD0,KS1245B75K22FQSVG892,KS125Z26XB67Y67KBRYP,KS1281M7573BG4S5QKMT,11181013,19101015,19101010,19111010,11181014
2KBVSIGBIAF9,ES9E9A9565C329709A50,KS120GV6C72JMSZKMTD7,KS125RF5YH46KGJZ0SP6,ES86C12B1AA904C0F35F,KS120VC7108H86J50CYW,32131511,20211310,32131526,20231210,32131520
IUI9KKHZLM72,ES2133DA6434CF028833,BGSA720E33A12FF07972,KS441FR6L2YYQLPZBQRC,KS1280B68GD79P4WMVYW,KS120RN6FDTS9FLCH3T0,15111011,23111410,23112013,26111210,15111013
7SEPHOMO7RN7,KS123PM708XTL2N3FJNX,KS127M06S0L9QJBRQKQ8,KS127D361PF0FTXDZ7C4,KS122MK65TBR6RDBZL1P,KS1238J5Z67LVF879RRH,27121313,27111222,32131011,27111214,27121210
27PSQZN7XBVZ,KS1200H6XYN1CR0G5NZ0,KS125WR68JRPG2YBFPP3,KS121017533VB8TBLQ9L,KS124LN5XKL1ZL07GG5V,KS121056X529461ZF6XW,19121416,32121010,19161111,19121110,14111210
C7JVLCG1J5EW,KS1229V75JRKRC5S980K,BGS9C28433EB4077C017,KS1218H6JY4J8RS4VJ78,BGSE1BDB50069AC17D56,KS124CH623PFBJS8T5KM,23171521,27101024,27101025,27101110,11131318
6SAPBS22RUW0,KS440PV6FRJ90X0QFNLY,KS13USA80NE38XJHA2TL,BGS91833D85A87367BA1,KS7AASDV6UOE7VFBGF4D,KS126D668BLGSC15GFLS,32171022,27121210,27121313,32101110,32101010
COXZ0OIC67W5,KS120406FZSMTZF4M5SH,KS441DK5ZDF8Q8FWL19R,KS1200771D9CR9LB4MWW,BGS1E1B7E03C22EE6F65,KS1282T5YN1KL80XH49V,19101010,19141110,19141311,19111012,19111010
8QAJXHRMF6M8,KS121Z26S4VJLQ1WXN21,KS1218W78FGVPVP2KXPX,KS125RT75ZYS4TCFJ0H8,KS122556LMQ829GZCCRV,KS126256R04NWVG6Y5C0,32131510,32131520,32131526,32171011,32131517
YZX70IB3WYZX,KS1203W702ND09XHKJR5,KSY51ARG5IAOJ5WCYU1H,ES5239688B6AB9DB6662,KS7G2F36GFX1K55V6GK4,KS120XP636CB5432F5TP,19151410,32131111,19161111,23151215,19161012
3M9IQBQ9J2H1,KS125F678LV2KB3Z5XW0,KS1258C6J7BK2F84V8FC,KS123X777H5WFNXQ6BPM,KS127D361PF0FTXDZ7C4,ESAF97D5150F64F29FAD,27101018,27101110,27101012,32131011,27121210
LVZFAA2I477P,KS1203W6419RJG2KW4QS,KS124FP642Q7P7TBPPZN,KS120LH6DHTBJYVLFKB3,KS440PN75SHRVSHJWRGV,KS122VL72WT92WY59NWL,27121313,27121210,32131011,27111214,27111222
7DTQ9RUJ3NP6,KS124G66QWSYM012SWS5,KS120KK6YQY9YQSK6DKW,ES8F0D73ED4F952B6A48,KS1203W702ND09XHKJR5,KS441626TDSV2J6GBB86,27121117,27121325,23161012,27111210,23161015
7NVLIPMZ6387,KS7G40J769R8LWTZ9550,KS7G4XR784Q66ZDX1WKL,KSGQ9QZ5IFB2Q2JYUENP,KS1218W78FGVPVP2KXPX,KSJF3PBD3995K6E0OF1Z,23171521,26102110,23171710,23171541,23151010
VMPGZBLJ2NP6,KS125BH5X5W0R09ZW3B7,KS1203X6ZDCNW2J3RC4X,KS440PV6FRJ90X0QFNLY,KS120VC7108H86J50CYW,KS1218W78FGVPVP2KXPX,19111012,19111010,19111011,12131213,19101010
MO7GDE74V6AO,KS1241L7737YL9MVMX76,KS122556LMQ829GZCCRV,KS7G2F36GFX1K55V6GK4,KS1218W78FGVPVP2KXPX,KS441846Q382NVKJSSC7,11111012,26151214,23171611,26151216,23171610
JYEOUJD022YB,KS44175745H9Q0DPBDNT,KS4417N61DB04000S10C,KS125F678LV2KB3Z5XW0,BGSA09D67D5649D8559E,KS122626T550SLQ7QZ1C,19151010,23151215,32131111,23161111,19151110
Y9PE0HDJ7O9X,KS1217P66NK6BW72M9FH,KS126T56VFRNJNKHFDD6,BGS9F6FDC1337597D71F,KS1217568CHTXMHV7V47,KS126HY6YLTB9R7XJC4Z,21161310,31121010,21161110,13101010,21161211
EJGNZFZUNQ2W,KS123ZJ5X02D3GL6CNQT,KS7G4XR784Q66ZDX1WKL,KS1287R64YNBZGR50Y1N,KS126X663B21NB77ZHSP,KS123X777H5WFNXQ6BPM,19111012,19101010,19141311,19141110,19111010
PJA1WJ0TPAC5,KS1217P66NK6BW72M9FH,KS126JR6F5V2TRCLB1H5,KS7G4ML61B2JX1H1003Z,KS4407F6YY6SBS730MJ8,KS121YT721BY2F3M5YDR,16141210,23171510,32131011,16141110,32131520
Q4N18153W56I,KS1214R5XG4X4PY7LGY6,KS1227G66P02RR405S78,ESA3DC3A6FC3AA2C0559,KS124046TRJDP25WFPYC,KS1238J5Z67LVF879RRH,32161010,32121312,23121010,32161416,27121313
YQ5QHS5CD3BM,KS120GV6C72JMSZKMTD7,KS124TG6C6GQ3RGYBJ3G,KS1282077S8NZPGMNQ9B,ES1AE014948D7C1AD5AD,BGSAA93822820DF21114,23121010,23121311,22101214,32151018,32151014
APKRVOCSQOU9,KS1219677F286BXFPBNC,KSQPGV2XZO8UMNCC49LK,KS1280B68GD79P4WMVYW,KS122Q960QYMW3YH0YWF,KS122CZ71K19596XHQ92,21141210,11171020,13111010,23111310,12101010
GH6H7L8QYYRH,KS124CH623PFBJS8T5KM,KS440F476G8SKQRTH4CY,KS121W46CJXQ5ZQ506MS,KS121975WDFKW7W3PYZN,KS128GC6JNCTB5MT96VM,23121010,23171521,23111310,23121311,23101010
0M3LOUFHW8WL,KS124KS624R3L2W8RKM6,KS120SX72T8B5VLXS1VN,KS123X777H5WFNXQ6BPM,KS123X777H5WFNXQ6BPM,KSQPGV2XZO8UMNCC49LK,23121010,23171541,23121310,23171528,23171810
1689WANTVR4F,KS127ZG6DBSF76WF7VYX,KS123Y66DNRSJ1QGK9NW,KS122VL71WF050TPW0V7,KS12160602V51N7SJSX8,KS1200H6XYN1CR0G5NZ0,27111210,19131211,19141112,19141311,19141314
5G77LK6HQIV9,KS125F678LV2KB3Z5XW0,KS44175745H9Q0DPBDNT,KS125B569R313XT23LHY,KS1282071M5KSZC066MZ,KS1217R6SMDJ0WQHN6LK,20291110,17141810,18111115,20321022,14111117
6F7761XS1CXD,KS440JQ6CH2PLBZVTYLV,KS123X777H5WFNXQ6BPM,KS1218W78FGVPVP2KXPX,KS120KZ6XYYK7QL2B09G,KS124VJ71BKMYXC1PP09,11131110,13141111,20271110,13121011,13141012
GDGK8DZVR9D0,KS127D361PF0FTXDZ7C4,KSPW6SYT2CM7EW9VBP1H,KS1282N6NQMZ95M1HJ7L,KS1224W5XSXCJBNSLLVX,KS127CS79GV081FMJYKZ,23171310,27111320,23171410,27111318,11191413
LGVD3OH640IW,ESCA52100E7DBDF47A7F,KS1219570C4LCP9ND4FH,KS1218W78FGVPVP2KXPX,ES7A07CF87C516875B23,KS1263K6Q6PD5NLKJ42V,32101110,15111013,18151213,23151016,11221117
02G3YU6VK0UC,KS126D668BLGSC15GFLS,KS122Q26BWQ1PK3Y74C0,ES39E5C01E1593CE9E72,KS7G4T15W4RYVZTCDSWZ,KS122556LMQ829GZCCRV,21121310,21141810,21121410,21131010,19111110
LO4ZZR8O9XS2,KSIJUG1D2NW7T16XO96D,KS123S46J5HRBLZRMRJ0,KS124L170B43108HVVP6,KS1220C663NX0Z4Q78P1,KS124H46Q2PP8YC1WQ06,23121010,19141311,19101010,16141210,19141110
F8RSJRRW24IV,KS122F96DJHT3ZXB8FCZ,KSRJLSVOF19NWT4GFO3D,KS441PL6JPXW200W0GRQ,KS121Z26S4VJLQ1WXN21,KS120V86MZWV9Z9LKQY3,26121310,23131115,23131110,23151010,23131117
9VZCZMPIW8BW,KS125LS6N7WP4S6SFTCK,KS7G2VT72L9WMFRCG4G0,KS120VB76P5WB69FVNRT,KS122556LMQ829GZCCRV,KS1217P66NK6BW72M9FH,20231010,20231210,12101211,20311610,12101310
HSFM8QPDNU0F,BGS694B38D7C826D2ECA,KS125BH5X5W0R09ZW3B7,KS441HK6PSZJ031Y085G,KS1217X6TT5N14H0N0P4,BGSD2202B2068482C30B,32181015,14141110,25111810,25111110,26102110
N5ROUES0MXVL,KS122556LMQ829GZCCRV,KS122CS6VVDJ1FYVYVLJ,ES980F8AD1DD6132F1F6,KS121Z26S4VJLQ1WXN21,KSKJX44T33B6D4UCC8CB,23121218,18151213,23101113,18151212,16141210
9OWWEW9V08LI,KSNK0F6EWGP0WZ3481C0,KS1281M7573BG4S5QKMT,KSN97GEUHPNGNAQFDCGY,KSQPGV2XZO8UMNCC49LK,ES1AE014948D7C1AD5AD,23121010,23121311,27121413,23121312,23111310
CV71E4FMTCP2,KS122556LMQ829GZCCRV,KS4425C7820LCHZS7VGX,KS1280B68GD79P4WMVYW,KS128736G4DTS6WTY4P0,ES82F24A0BE917B392E9,11131316,17101110,17141110,17141910,17141210
I3OSH3QZXY4A,KS1280B68GD79P4WMVYW,KS122PG64BT2BT6X15HF,BGS4A634040B7ABB4C18,KS124FP642Q7P7TBPPZN,KS121Z26S4VJLQ1WXN21,27121313,27111214,27111222,27121210,32131011
UL42M3ZKN3PD,KS1218W78FGVPVP2KXPX,KS128716HL1C1Y0ZS84Q,ESFA9982A2A945E439CB,KS122556LMQ829GZCCRV,ES87456109237C11D7BF,21121110,21121010,21131110,20251010,21111510
XEJAXVT7CZ14,KS441K2756CXYXBG990G,KS1H7C2ZC7LXQQ6UN22I,BGS16C952D775A16E650,KS1280B68GD79P4WMVYW,ES44C38C0A5850449C4A,19111012,19111010,19111011,19111212,12131213
KPF3UZ3AOEAO,KS1200365FTR9X0M96T9,KS1200H6XYN1CR0G5NZ0,KS123MC78KV644P5DDZ0,KS1276B6094BBN4WY5CK,KSKJX44T33B6D4UCC8CB,36161126,24151317,24151313,24151213,24151217
3Q7GKTMQG6NX,KS123J36CN950KHKWC4T,KS4418462TTGKL3CWJHT,KS121YT721BY2F3M5YDR,KS123X777H5WFNXQ6BPM,KS1282M68WL9T4YH3SLF,22111215,22101214,32151018,22111211,27111320
ORDBIQMGPOEM,KS122556LMQ829GZCCRV,KS1229T6LN87KTDQX2B6,ESFA9982A2A945E439CB,ES5FAE3A4F21AFC94173,KS1245J64SDYL4XNN9G5,32171013,32161415,36161117,36161120,36161112
Y3RZTPLC6PRR,KS7G747655VG23WXMS9B,KS1217P66NK6BW72M9FH,KS7G2PN6Q42WPLR91C09,KS123MC78KV644P5DDZ0,ES2538347AA3A4C346C9,27101024,27121510,27101212,27121210,32131011
MCZH7827JTRG,BGSB9660937180FA60FA,KS1218H6YTH21VYCT4YN,KS123X777H5WFNXQ6BPM,KS1256V72T3PMM5X9R0X,KS4407H64CVBMTRQZRCF,19141311,32171022,19101010,27111222,32161416
UZJ486UL6ULM,KS120626HMWCXJWJC7VK,KS1227P6FBK34WLH6X8Z,KS7G1J176WLQC95ZRJBS,KS1218B5WWXNDNQTN9MP,KS1225S77RQ7T10BMPXN,15111013,12101212,19161012,14111117,32131411
H0G0XQZ3G0KS,KS125446V6KJC45YF5WD,KS124DX6G31F5M9ZHNGC,ES42391121D6FF9F1DCE,KS441K2756CXYXBG990G,KS1246V69FLYLLNXWSFT,36161117,16141210,36161112,36161120,36161124
EQ1ZQ8DAYDW9,KS120PG654CDDJ7C7Q53,KS7G2F36GFX1K55V6GK4,KS1228M6S0Q13JW8NV10,KS441K2756CXYXBG990G,KS125SS6Z01PYP99SN5G,17171510,17141110,32151012,17171610,17141910
3RWK3OTZZRBY,KS124RX787SQ1WVD8XF6,KS1203C6N9B52QGB4H67,KS1284M622VT3F77037Q,KS124HW6YSZFBH4VXYXC,KS1281L73N50Q7T3V8SW,25111110,21111310,25111514,11221117,18192110
RQH7O0ZBO70B,KS126ZV6KGL32NDKMT41,BGSDD5FB715C9C84D8AE,KS122YN6108R0RSDXXRC,KS680KR72KH02C5GM5TY,KS124416HQSCT1J2JQVJ,23161111,11161010,27121313,27111214,32161416
AQDMFZTGP8D2,KS120HL62LT111PDC7HS,KS1212B6QR5SK1LSD4S4,ES207B6F188C6A4481D6,ES899BA440FA3441F22A,KS1264X6Q6902BJMLNCB,27101024,27121510,27121210,32131011,19141311
TAIAUXY9OR1A,KS126HS6R7MH1W08PMVR,ES7924580B83F9FC2E20,KS122P767ZWK429HNC22,KS1211J6CBCRD96F9WLF,KS124JB619VXG6RQ810C,23121010,27111214,27111222,27121313,23111310
CM5FYCZU80ZR,KS7G4XR784Q66ZDX1WKL,KS127D361PF0FTXDZ7C4,KS120LK70665WL8LBX8G,ES3892183E55561AE833,KS441TM6SPMC9Q7PQ8FK,23151215,23161111,23151016,32131111,23151214
SKSO6DKFLAB0,KS120VN77RNPB68V56PV,KS124QR6F19BX4WPMW1H,KS1217R6SMDJ0WQHN6LK,KS122VW78Q67XR4C3ZDW,KS1254M61BGY7J0JY7RW,27121313,27111214,27121414,27111222,33141216
VN29MRQVD7X1,KS126HY6YLTB9R7XJC4Z,ESD7836352EB8CBD25E9,ESF61AAF45686B07B4C5,KS127Y978519ZR40DPMP,KS1218W78FGVPVP2KXPX,23161116,23121010,23121311,23161114,23111310
Y8N1UTOXIE0R,KS123X777H5WFNXQ6BPM,ESFF240AA4375CB20D31,KS121BS6QFLZVY39PMHD,ESA18E131546025F3CD2,KS122BL6107G2Z27JWJW,25131310,11131111,14111210,19171010,15111011
MJOQJQ8HCQUT,KS121TR61G9J1BMSLHH5,KS122556LMQ829GZCCRV,KS7AASDV6UOE7VFBGF4D,KS126706DPFD3354M7YK,KSAS8LK1JG2Y0OLN4C53,23121010,32151012,23121310,23111410,23112013
KVNIJWAQLCAU,ES65A8AADF558000525C,KS122556LMQ829GZCCRV,KS1200364C9C1LK3V5Q1,KS1210269P78D7GH8LWY,ESCB38C6B130340D9E34,23121010,27121510,27101212,27101024,23112013
AE58HUXG2MYR,KS1228S6YKWXMH4M4DL7,ES6F415942892FADDDE5,KS1282R607CFYF1FWJ74,ESC5567F7A6FA12D0DCD,KS1239W6QZKL1H0TF1TJ,23121010,21131110,23121310,23111410,21121110
UHJPKHF33GUW,ESC30CE730D2C915B3D0,KSKJX44T33B6D4UCC8CB,KSQPGV2XZO8UMNCC49LK,KS44175745H9Q0DPBDNT,KS440ZZ6HJGY92HPTWCV,17171610,32101010,32171011,17141110,32101110
2G5EOL0TA8RD,KS123X777H5WFNXQ6BPM,KS126K06YSWLGCMB6B0Y,KS440Z26T60HXNGBDLL2,KS1218W78FGVPVP2KXPX,KS127MQ6GC1CMJ5B0737,36111110,11121110,23161012,23161015,17141810
NBHGFB2FLURM,KS1248T6MC5L69MZ2L3R,KS440726NL4QJRHCMR43,KS120XD77GTR3W3GXHBF,KS1217568CHTXMHV7V47,KS124G66QWSYM012SWS5,25111110,25111610,25111518,25101110,25111515
N9JI7OMEMTO2,BGSDD5FB715C9C84D8AE,KS126456773GS63NCY8F,KS1200365FTR9X0M96T9,BGS794951D216441A250,KS120RM619V18NJXTHV1,19101010,19111010,19111012,32161416,19141110
7BKSKI19UR8N,KS120RN6FDTS9FLCH3T0,KS441K2756CXYXBG990G,ES2884E132F1A422AC8F,KS124DX6G31F5M9ZHNGC,KS121Z26S4VJLQ1WXN21,11151110,11221115,11221117,14111115,11151010
L1YEDZ3G9R30,KS680KR72KH02C5GM5TY,KS122W96T2T9J5PZ0VMP,KS1218C6MP9RN7WXMM37,KS1267F6MSPN366LX7ST,KS121CM5YYWQM2077BF3,23171521,23151010,26151214,23171710,23151020
T2PNJKA34MQA,KSKJX44T33B6D4UCC8CB,KS120SR6WD1FP76Z6GC2,ESAEEF5760144B8210FD,KS1200H6XYN1CR0G5NZ0,KS7G09N768FLPTYZWXWV,15111013,11221117,14111115,19121711,11221115
ZXKCB9D7UAYB,KS123Y170CZM0V5Z3XXB,ESA0E706FE59CA27098B,KS7G747655VG23WXMS9B,KS4420H75G906GRK0QJZ,KS125LS6N7WP4S6SFTCK,20291110,20321022,20291010,20321111,20321019
QVAECW9YIL8S,ES3E39C571A627E23737,KS122556LMQ829GZCCRV,ES8B867675B7DA42B6CF,KS124JB619VXG6RQ810C,KS122VV71XNN7Y03XJNN,27101024,27121510,32131011,27101212,27121210
VIWST87QUF7P,KS1225C66PNH5DZ70FT8,BGS1FB0D49190FE0E526,ES1BCC99EC731B69F632,KS440QS74HSTPTBHB75Z,KS120496P0NDBPKP322Z,19111010,19111011,27111321,19101010,19111012
2IXW2LYNHX2O,KS122PR6NST1560F3X9L,KS126J46GGVZB8BGGXSY,KS122VV71XNN7Y03XJNN,KSQPGV2XZO8UMNCC49LK,KS1248P6CJ6XH85L8SX2,23151115,23151114,23151111,23151116,23161114
JPT2ZL15S74N,KS122556LMQ829GZCCRV,ES76FD36CD1D3BCA806D,KS1203S6MM7GLDM71WQD,KS122556LMQ829GZCCRV,BGSDD5FB715C9C84D8AE,16141210,19111012,19101010,32161416,19111010
6287FDV21NDC,ES3CFFFE227B9801719B,ESB280097FF8EEAE52B0,KS1275Z6908VHW76FRXH,KS120BL5Y82H6T9F0F1B,KS7G4YT72YHJ3BVJ4P56,23171510,23171541,23171810,32131526,23171710
I47KAH8OXENQ,KS1217P66NK6BW72M9FH,KS123DC6RRH5H6HMJ3QR,KS1200H6XYN1CR0G5NZ0,KS12160602V51N7SJSX8,KS123FS6SM7YBY0BS2T7,27111210,14171410,18151213,25111110,27121310
1T2TALA753LC,KS1247H7701DW05BS80N,KS440PV6FRJ90X0QFNLY,KS1217X6TT5N14H0N0P4,KS1220F79CKVFCB20MS4,KS125B477PDM976Q4Q77,25111110,32161310,11181011,32161416,25111518
2KUGEORL0YB9,KS122J56PZMMFL1SVY1F,KS1201H611BT3GJ16LF6,KS120WN5YJQ2HKQ3K2DR,BGSD2202B2068482C30B,KS1217R6SMDJ0WQHN6LK,32161010,32151014,21111110,32151018,21131110
Q51WHAL104S2,KS1218W78FGVPVP2KXPX,ESAEEF5760144B8210FD,KS440Z26T60HXNGBDLL2,KS1200H6XYN1CR0G5NZ0,KS127J26CDD40K8NCPJ8,23171521,36111110,23151010,23151016,23171541
6MXSWY0SZKBN,KS441S06L3NZBK0D6JM8,KS122C775KRX1DK8Q1RQ,KS125F9784GQ819LH2GL,KS126706DPFD3354M7YK,BGS44B0B6FBF1324A81D,23171521,23171310,23171410,23171541,23141111
U5X0HC8CAH3G,KS1203C6N9B52QGB4H67,KS125B45YZ8FF6LVXX3G,KS1200H6XYN1CR0G5NZ0,KS1223966G4Q22CCCYC6,KS122556LMQ829GZCCRV,32131520,32161416,32151014,32131526,11161310
4A80Q15FQJIT,KS1284N6ZGVR60Z44TGW,KS681KH79MJLQDPB9T88,KS1218W78FGVPVP2KXPX,KS441DK5ZDF8Q8FWL19R,KS127LN77V87V52LXM55,11221117,20341110,20341227,20101310,20111310
MY93POMV7MBC,KS1280B68GD79P4WMVYW,BGS55D43185B76FE86C1,KS1241P6PXRCKTDSWHTV,ES99B020D66F6670BCA6,KS1253H61TTR1FZWSRH4,19111011,19111010,19111012,19101010,19101210
JGZLMA5UOFWB,KS7G4ML61B2JX1H1003Z,KS122C06Z8NDM5G6NYNT,ESF0F3A894BBE323B917,KS120RN6FDTS9FLCH3T0,KS120PP6GL94HJDMN0TQ,16141210,19101010,19141311,32131011,27121210
7W2SEHE2ATN2,KS123MC78KV644P5DDZ0,KS123FS6SM7YBY0BS2T7,KSQPGV2XZO8UMNCC49LK,KS4418M6DLSHH5DV8CXM,ES9BD12EB76B360E0E89,32131526,32181212,32131520,32181124,32171022
HPY36Z6COXKQ,ES47490A37A5BAFC9848,KS1253H61TTR1FZWSRH4,KSQPGV2XZO8UMNCC49LK,KS44175745H9Q0DPBDNT,KS441S06L3NZBK0D6JM8,32131510,34141010,32131011,33131214,33131311
OJ38AYIX6XHG,ES71078982A1C8226ABF,ES1AE014948D7C1AD5AD,KS128F265DV4XTBR70H7,KS127JV5XZQ7398C1F20,KS43I7T7CU4Q66EGVQLU,23121010,11151010,27121013,23121311,11151110
PBEDEA4XPZWY,KSQPGV2XZO8UMNCC49LK,ES69A7B2F64A26E170F5,KS441786F0PS9RV3QBS0,KS1203C6N9B52QGB4H67,KS125F9784GQ819LH2GL,19111310,19101022,19101512,24131326,19101611
QQ1Q81HRULHH,KS1226Y6DNDT05G7FJ4J,KS1246V69FLYLLNXWSFT,KS122D46PJ09YVSBV9DW,KS441K2756CXYXBG990G,KSQPGV2XZO8UMNCC49LK,21121010,20251010,21111510,36161117,21121110
GSEM2FITGUKT,KS1218W78FGVPVP2KXPX,KS120YR5YL8LVNYR4249,KS1200H6XYN1CR0G5NZ0,KS1200H6XYN1CR0G5NZ0,KS0R7EAFEF4YURUY3RZR,23171528,23171541,23171540,23151215,23151016
